source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates
Chapter 3 (Humans),Valentina Bucanen,valentina-bucanen,,Individual,published,"Title: Legacy Fighter

Daughter of the Freedom Rider, she is a member of the Legacy Fighters. She betrayed her people and her father because she fell in love with Jack Spindle.",Main Universe,Humans,Afterworld,,
Chapter 3 (Humans),Tony Eriksson,tony-eriksson,,Individual,published,"Title: Main Character

Tony is one of the few million humans that can see the supernatural world. When his fiancé’ and him moved to a new neighborhood to escape from the big city. He starts to experience strange things, yet no one believes him.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Nick Briggs - Eriksson,nick-briggs-eriksson,,Individual,published,"Title: Main Character

Nick is a kind, honest, and avid surfer that loves Tony since they first met. The two moves to a small suburban town to escape the busy life of the big city. He is unaware of the supernatural forces within this new place.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Jolie Michaelson,jolie-michaelson,,Individual,published,"Title: Main Character

One of the neighbors of Tony and Nick. She is nosey and one of the few residents that can see and hear the supernatural forces in the neighborhood. She becomes Tony close friend and often fellow spy on the neighbors.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Natalie Jones,natalie-jones,,Individual,published,"Title: Resident of Brettwood

Former military brat and chief officer, Natalie moved to Brettwood with her wife to better handle her PTSD. She is smart, loud, and one of the few residents of Brettwood that can hear (although she can’t see) the supernatural world.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Jessica Kims,jessica-kims,,Individual,published,"Title: Resident of Brettwood

Wife to Natalie and unaware of what is happening in Brettwood. She is a fitness trainer and avid foodie.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Anthony Brimwood,anthony-brimwood,,Individual,published,"Title: Resident of Brettwood & ghost

A ghost that appears as a resident of Brettwood, he is unaware that he is dead, although only a few residents including Tony can see and hear him. He is married to James who can’t see him but can still smell his cologne.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),James O’Donnell,james-odonnell,,Individual,published,"Title: Resident of Brettwood

James is a lawyer and cousin of Julia Capulet from Roman & Julia story. He lost his husband Anthony is a skiing accident and although he can smell Anthony’s cologne, he is unaware that Anthony is still around him. James can smell the dead in the original scents, something he doesn’t discover until Anthony moves on in the Chapter 4 series finale.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Casius “Cas” Vincent,casius-cas-vincent,,Individual,published,"Title: Resident of Brettwood

Former model and sexist that lives in Brettwood, he is often seen as a comic relief and is admire because of his looks by his neighbors. He is unaware of the supernatural activity in the neighborhood.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Mach Townsend,mach-townsend,,Individual,published,"Title: Resident of Brettwood

Mack moved to Brettwood in hopes to unlock its mysterious supernatural activity. He is a self-declared ghost hunter. Although, he can’t interact with the supernatural world directly, he built equipment that allows him to see and hear them. That is when the equipment works which is rarely.",Main Universe,Humans,Lifestyle,,
Chapter 3 (Humans),Roman Montague,roman-montague,,Individual,published,"Title: Main Character

A smart, dashing, and previously wealthy young man who like his family are new to the world of poverty. He dreams and works to become a successful surgeon like his father. He falls in love with Julia almost instantly when his family is forced to downsize and move into a duplex.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Julia Capulet,julia-capulet,,Individual,published,"Title: Main Character

Beautiful, strong willed, and destined to be someone great. Julia dreams of becoming a successful lawyer one day. She instantly fell in love with Roman when his family moved into her duplex.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Paul Capulet,paul-capulet,,Individual,published,"Title: Father of Julia

Matriarch of the Capulet family and primary bread winner. When he died, it left the family in debt after it was discovered that he owed a lot of money to various gangs, corporations, and schemes he hatched to get the family through hard times. Natasha met him one night while working at a diner and the two fell instantly in love.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Natasha “Nat” Capulet,natasha-nat-capulet,,Individual,published,"Title: Mother of Julia

A levelheaded and honest woman that would do anything for her family. When her husband Paul died, she was left with her children and had to work odd jobs to make money. She is furious over Roman killing Michael and during Chapter 4 attempts to have Julia’s old boyfriend Paris to fight him. This is quickly resolved after Roman saves Julia from being robbed at gunpoint.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Michael Tybalt York,michael-tybalt-york,,Individual,published,"Title: Julia’s cousin

Cousin to Julia Capulet and rival to Roman for most of Chapter 3. He is killed by mistake by Roman when Michael kills Roman’s friend Marcus “Mercutio”.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Patricia Hyewood,patricia-hyewood,,Individual,published,"Title: Nurse

Patricia is Natasha Capulet close friend and the one that she comes to during her divorce from Paul Capulet. She is kind, loving, and helps the family with medical things when they are unable to afford it. In Chapter 3 of Roman & Julia, she leaves for Seattle to become a resident nurse.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Peter Holder,peter-holder,,Individual,published,"Title: Patricia Hyewood’s assistant

Peter is Patricia’s loyal, yet shy assistant that helps around the clinic. He is secretly in love with her, although she sees him as a little brother. He leaves in Chapter 3 when he confesses his love for Patricia, of which she doesn’t return the affection and moves to Seattle.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Gregory Lovell,gregory-lovell,,Individual,published,"Title: Michael Capulet’s bestfriend

Friend to Michael and Sampson. Gregory suffers from bi-polar although he keeps it from his friends. He leaves in Chapter 2 after it becomes to much for him, and he leaves to get help.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Sampson Warwick,sampson-warwick,,Individual,published,"Title: Michael Capulet’s bestfriend

Quick to get into a fight, Sampson is relatively strong and is an avid gamer. He was once the school bully when he was younger but has grown into an honest young man. He has a crush on Julia Capulet. He moves away for school in Chapter 2.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Antonio Montague,antonio-montague,,Individual,published,"Title: Father of Roman

Similar in stature and appearance as his son Roman, Antonio was a successful surgeon and was rich. His family lived in a large mansion on the cost of NYC. He was presumed dead which left the family in shambles. Being left out of the will, it was discovered in Chapter 3, that he is alive and gay and lives a luxurious life with his boyfriend in Spain.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Benvolio “Ben” Robinson,benvolio-ben-robinson,,Individual,published,"Title: Cousin of Roman

Loyal friend and cousin of Roman, while Roman is usually depicted as a naïve person, Ben is smart and cautious. He lives with his family in an estate that is often seen as a gateway for an often youthful Roman in their teens.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Balthasar Skinner,balthasar-skinner,,Individual,published,"Title: Roman’s friend

Balthasar is a close friend to Roman and once his childhood caretaker. He is Roman’s age and is usually the one that bailed him out of trouble. He visits through Chapter 4 as Roman’s friend and close confidant.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Abram Jefferson,abram-jefferson,,Individual,published,"Title: background character

Abram appears in Chapter 2 in a fight with Gregory and Sampson. He is often a background character throughout Chapter 1 & Chapter 2 of Roman & Julia story.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Anthony Capulet,anthony-capulet,,Individual,published,"Title: younger brother to Julia

Anthony is younger brother to Julia and is very close to his mother Natasha. He is sent to camp at the end of Chapter 1 and appears briefly throughout Chapter 2.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Benjamin “Potpan” Capulet,benjamin-potpan-capulet,,Individual,published,"Title: older brother of Julia

Benjamin is older brother to Julia and is distant from his family after he moves out prior to the story. He makes frequent appearances throughout Chapter 1, 2, and 3. He appears again in Chapter 5 for the marriage of Roman & Julia. He gets the nickname Potpan because he used to wet the bed which only Julia and Natasha know why he has that name.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Frank Capulet,frank-capulet,,Individual,published,"Title: Paul Capulet’s father

Paul’s father and Natasha’s father-in-law that appears throughout Chapter 1 until he dies in the final episode of the story. He is kind, always has fatherly advice, and admires his grandchildren and daughter in law Natasha.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Esmeralda Montague,esmeralda-montague,,Individual,published,"Title: Mother of Roman

Esmeralda is a beautiful stay at home mother and former model. She lost everything when her husband left the family through faking his death. She moves the family to a home which she thought was all theirs until she discovers that it’s shared with another family. She is mostly ignorant to poverty life and often must be reminded that she isn’t rich anymore. Throughout Chapter 1, 2, & 3 she tries to become rich again through various schemes and reviving her modeling career.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Friar Lawrence,friar-lawrence,,Individual,published,"Title: Mentor of Roman

Friar is close friend to Esmeralda and mentor to her children when they were young. He moves to Ireland shortly after Chapter 1 ends. He isn’t seen again until Chapter 5 for Roman & Julia’s wedding.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),John Lawrence,john-lawrence,,Individual,published,"Title: Friar’s brother

John is Friar’s brother that died in episode 5 during a backstory that saw Friar Lawrence first meeting with the Montague family. He was a proud man that cared deeply for others.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Jimmy Madison,jimmy-madison,,Individual,published,"Title: Apothecary throughout season 4 & 5

Jimmy Madison is an apothecary that poisoned Roman during Season 5, causing Roman to be hospitalized. He was arrested and later died in prison, while Roman recovered.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Watchmen,watchmen,,Individual,published,"Title: Secret Military unit

Watchmen a secret organization that appears in Chapter 5 and sets up the Roman & Julia spinoff Verona. They are usually seen as an intelligence agency with dark secrets. Julia searches for answers about them which leads to her death in the series finale of Chapter 5.",Main Universe,Humans,Roman & Julia,,
Chapter 3 (Humans),Rosaline Tedesco,rosaline-tedesco,,Individual,published,"Title: Roman’s old love interest & lead of Verona spinoff, detective, and spy

Rosaline was once the love interest to Roman before he moved and met Julia. She is first seen as impatient and then later returns in Chapter 5 as the lead character in the spinoff Verona. She is now a detective and spy with fighting skills and leads a double life. Her primary objective is to study the cases surrounding the Watchmen.",Main Universe,Humans,Verona; Roman & Julia,,
Chapter 3 (Humans),Derrick Petruchio,derrick-petruchio,,Individual,published,"Title: Rosaline’s friend and trainer

Derrick Petruchio is an Italian dancer and friend of Rosaline that often assists on her fight against the Watchmen. He is a skilled fighter and former wrestler.",Main Universe,Humans,Verona,,
Chapter 3 (Humans),Valentine Rose,valentine-rose,,Individual,published,"Title: Leader of the Watchmen

Valentine is the leader of the Watchmen and love interest of Rosaline. At first, he starts a job at Rosaline’s precinct to watch her and learn everything she knows about his organization. Later he develops feelings for her until she finds out who really is.",Main Universe,Humans,Verona,,
Chapter 3 (Humans),Marcus Mercutio McEnery,marcus-mercutio-mcenery,,Individual,published,"Title: Technical Engineer and friend to Rosaline

He appears in Chapter 1 of Roman & Julia as friend to Roman but appears in the spinoff Verona as friend to Rosaline and her close confidant. He is a technical engineer and speaks numerous languages.",Main Universe,Humans,Verona; Roman & Julia,,
Chapter 3 (Humans),Paris Franks,paris-franks,,Individual,published,"Title: Member of Watchmen & former love interest of Julia

Old friend of Julia and her previous love interest before Roman. He left in Chapter 1 after she confessed her love to Roman. He returned in the spinoff Verona as a member of the Watchmen.",Main Universe,Humans,Verona; Roman & Julia,,
Chapter 3 (Humans),Robert Curtis Stephens,robert-curtis-stephens,,Individual,published,"Title: Mayor of Verona

Robert is the mayor of Verona and is aware of the Watchmen and wants them out. He works secretly with Rosaline and her unit to provide them financial support.",Main Universe,Humans,Verona; Roman & Julia,,
Chapter 3 (Humans),Samuel Page,samuel-page,,Individual,published,"Title: Member of Watchmen

Samuel Page is friend and fellow member of Watchmen with Paris Franks. He is stubborn and slow to act to issues, but nonetheless very loyal to his friends and has a strong work ethic.",Main Universe,Humans,Verona,,
Chapter 3 (Humans),Marcus Davis,marcus-davis,,Individual,published,"Once ex-convict that helped save several people from the attack of the undead during the Dead Rises Saga. From this he became one of the stronger allies in the fight against the undead, although he had no abilities, he manages to survive the fight although almost all of his fellow team members were killed while trying to find a place without the undead rising.",Main Universe,Humans,Rise of the Dead,,
Chapter 3 (Humans),Betty Boop,betty-boop,,Individual,published,"Title: Main Character

Betty dreams of her chance at stardom on the stage. Through shenanigans, Betty often gets into situations just to become a broadway actress and singer. One day she meets a man that promises her a life of stardom and she takes it. Betty is a flapper girl with a big heart and because of her innocence of mind, she is often taken advantage of and dismisses serious situations.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),Fitz Bimbo Murray,fitz-bimbo-murray,,Individual,published,"Title: Betty Boop’s friend and assistant

Fitz Bimbo Murray “Bimbo” is Betty’s love interest and fiercely protective of her and her passions. He isn’t the brightest but has a lot of heart. He dances very well and usually joins Betty both on stage and during her adventures looking for stardom.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),Gus “KoKo” Fleischer,gus-koko-fleischer,,Individual,published,"Title: Clown

Friend of Betty, Gus “KoKo” Fleischer was a proud clown that would join Betty on her adventures into becoming a starlight. He was a comedic person that loved to create parties for kids and those who attends Betty’s shows.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),William “Popeye” Jack,william-popeye-jack,,Individual,published,"Title: Sailor& Main Character

William “Popeye” Jack was a sailor that travelled the seven seas in search of adventure. He was always attempting to prove himself as the strongest person. His enemy and in some stories friend, Bluto would often run into him on their many adventures. His love interest is Olive Oyl.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),Olive Oyl,olive-oyl,,Individual,published,"Title: Popeye’s love interest

Love interest of Popeye, Olive is a stern and levelheaded woman that loves with all her heart. She fell in love with Popeye because although he is brute and looks constantly for fights with others to determine his strength. He has a heart of gold.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),Bluto,bluto,,Individual,published,"Title: Popeye’s archenemy

Bluto is a stereotypical pirate that roams the seven seas in search of adventure and treasure. He often butts heads with Popeye and attempts to attract Olive. He is exceptionally strong and he believes he is the descendant to Black Beard the pirate.",Main Universe,Humans,Betty Boop,,
Chapter 3 (Humans),Edward Teach “Blackbeard”,edward-teach-blackbeard,,Individual,published,"Title: Popeye’s enemy

Blackbeard “Edward Teach” was a famous pirate that sailed and conquered the seven seas. His legend was grand, and he often fought with other pirates including his own crew. He discovered the Lost Mountain where it was believed to be the doorway to the Black Forest.",Main Universe,Humans,Betty Boop; Seven Seas,,
Chapter 3 (Humans),Peter Pan,peter-pan,,Individual,published,"Title: Half Fairy, Half Human

A smart and adventurous boy that discovers fairy dust. He travels between the Lost Mountain, Black Forest, and other parts of the human world to find others that he feels is lost like himself. He is unaware of his fairy ancestry although he can fly and use fairy magic quite easily. He makes his appearance in Fairies and is mentioned briefly in the Lazarons story by Kain Lazaron.",Main Universe,Humans,Seven Seas; Fairies,,
Chapter 3 (Humans),Lost Boys,lost-boys,,Individual,published,"Title: Residents of Lost Mountain

Lost Boys are a crew of a hundred strong lost children that Peter took to the Lost Mountain to become their home. On the island the crew are strong, immortal, and wants for nothing but fighting and singing. They vary greatly and are usually seen taking Peter’s orders as they look to him as their leader.",Main Universe,Humans,Seven Seas; Fairies,,
Chapter 4 (Angels),Abbadon,abbadon,,Angel,published,Also considered a Belki to the Elitshians because of his later betrayal to Seraphina.,Main Universe,Angels,,,
Chapter 4 (Angels),Abymael,abymael,,Angel,published,"One of the eldest of angels, he help create thunderbolts and provided a large scale of them to GOD to experiment with creating weather.",Main Universe,Angels,,,
Chapter 4 (Angels),Adriel,adriel,,Angel,published,Angel of the Sea. He is the Father over the first ocean that is located at the western edge of Heaven. From it flows all the waters of every known aquatic place in existence.,Main Universe,Angels,,,
Chapter 4 (Angels),Ahriman,ahriman,,Angel,published,"Note: Zoroastrianism

The two headed angel that can blow ice and fire from its heads. It is a gentle being that only arouses when it is confronted from a direction it can’t see.",Main Universe,Angels,,,
Chapter 4 (Angels),Ambriel,ambriel,,Angel,published,A beautiful angel with long golden hair that makes the stardust of the stars. She is short and slender and has over a million children. Everyone becoming the stars of the sky. Her youngest children are the most popular the zodiacs of the western world.,Main Universe,Angels,,,
Chapter 4 (Angels),Amesha Spenta,amesha-spenta,,Angel,published,"Note: Zoroastrianism

A dark skinned angel that uses her rough hair to blow wind across the skies of Heaven. She is smart thinking and quick witted. She laughs and plays the harp amongst GOD’s choir.",Main Universe,Angels,,,
Chapter 4 (Angels),Angelica,angelica,,Angel,published,The Angel of Trust. She is loud and speaks only the truth. She once sat at the foot of GOD speaking only the truth to the young creation. She now watches over his words and speaks to others using his words.,Main Universe,Angels,,,
Chapter 4 (Angels),Angelina,angelina,,Angel,published,Angelica’s sister. She is prideful and possesses the Sword of Heaven which unlocks strong powers that she used to help the Arch Angels defend Heaven against Santaniel. She has warrior armor made of pure light and flashes across the night sky carrying the world’s light.,Main Universe,Angels,,,
Chapter 4 (Angels),Anura,anura,,Angel,published,"Mother to Miada and inspiration behind the school of the same name, her picture is shown on nearly every hall throughout Anura",Main Universe,Angels,,,
Chapter 4 (Angels),Arariel,arariel,,Angel,published,"Note: Jewish mythology

He created the temples on Earth that honors the angels of Heaven. His creations were later remodeled in the same honor.",Main Universe,Angels,,,
Chapter 4 (Angels),Archangels,archangels,,Angel,published,Powerful angels that are suited to fight and kill demons. They are responsible for defeating Santaniel.,Main Universe,Angels,,,
Chapter 4 (Angels),Ariel,ariel,,Angel,published,The fish like angel that rides a chariot made of scales and harden shells. She is blissful and speaks in hymms. Her hair is the water of which the angels drink.,Main Universe,Angels,,,
Chapter 4 (Angels),Azazel,azazel,,Angel,published,"Spy, that played the role of a demon in hopes to find out what Santaniel was doing once his was banished to Hell.",Main Universe,Angels,,,
Chapter 4 (Angels),Azrael,azrael,,Angel,published,Angel of Death. His primordial existence is hinted that he may have existed before the Ultimate One and before Anka (the primordial Chaos that birthed the Ultimate One). He descends from the Previous World.,Main Universe,Angels,,,
Chapter 4 (Angels),Barachiel,barachiel,,Angel,published,Blacksmith of Heaven. He created the Arch Angels weapons and their armor and forged many great weapons including the Throne of GOD.,Main Universe,Angels,,,
Chapter 4 (Angels),Bene Elohim,bene-elohim,,Angel,published,A grave watcher. He is an angel that was sent to Earth to watch over cemeteries making sure that the dead wasn’t disturbed.,Main Universe,Angels,,,
Chapter 4 (Angels),Cael,cael,,Angel,published,"The ancient angel that took out his own heart to give to GOD as an offering for disobeying his orders to remain in Heaven before Santaniel’s attack. GOD forgave him resulting in his heart being placed back in its place, however he was never seen after this.",Main Universe,Angels,,,
Chapter 4 (Angels),Camael Chamuel,camael-chamuel,Kemuel,Angel,published,The dog like being that protects the Gates of Prayers found in Lower Heaven. It’s a massive beasts with wings and 10 legs.,Main Universe,Angels,,,
Chapter 4 (Angels),Cassiel,cassiel,,Angel,published,A angel with direct contact with humans.,Main Universe,Angels,,,
Chapter 4 (Angels),Cherub,cherub,Cherubim,Angel,published,"A powerful angel that protected the Throne of GOD from Santaniel. They can become one to become the Cherubim. Separately, they follow Jessana early on allowing others to follow in love using their magical arrows.",Main Universe,Angels,,,
Chapter 4 (Angels),Dara,dara,,Angel,published,"An angel of Heaven, she has white hair and small white wings",Main Universe,Angels,,,
Chapter 4 (Angels),Darda'I,dardai,,Angel,published,An angel of Heaven with brown hair and white eyes,Main Universe,Angels,,,
Chapter 4 (Angels),Dina,dina,,Angel,published,"Wife of Yonrohs, she left him during his youth so that he could create the gods and in return could create the world and everything in it upon GODs decree. She watched over him from a distance and along with his mother, Seraphina, welcomed him to Heaven upon his death.",Main Universe,Angels,,,
Chapter 4 (Angels),Dominions,dominions,Kyriotetes,Angel,published,"Mischief angels that guarded Heaven during the attack of the fallen angels. They are many and have appeared throughout many stories as powerful angels that will fight with a fiery roar and triumphed in all of their battles. They are a legion of almost 2,206 angels all chained togethered.",Main Universe,Angels,,,
Chapter 4 (Angels),Dumah,dumah,,Angel,published,An angel that has direct contact with humans.,Main Universe,Angels,,,
Chapter 4 (Angels),Eremiel,eremiel,,Angel,published,An angel that takes care of the supernatural creatures of Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Evangeline,evangeline,,Angel,published,The beautiful angel that makes constant contact with the supernatural world.,Main Universe,Angels,,,
Chapter 4 (Angels),Gabriel,gabriel,,Angel,published,An Arch angel that takes the form of a man and woman that has blue hair and blue armor. He is a distant warrior that will fight to the death and charges into battle with his massive Hammer of Justice.,Main Universe,Angels,,,
Chapter 4 (Angels),Gabriel,gabriel-angel,Jibril,Angel,published,"The female form of Gabriel. She has long purple hair and purple armor. Sometimes they appear together however, for the most part they appear away from each other. They were told by higher angels to keep their distance because of their intense connection that can upset the balance of justice.",Main Universe,Angels,,,
Chapter 4 (Angels),Gadreel,gadreel,,Angel,published,"The unhappy angel that was placed to guard the Garden of Eden. When Santaniel sneaked into the garden, he was punished and banished from Heaven in return.",Main Universe,Angels,,,
Chapter 4 (Angels),Gagiel,gagiel,,Angel,published,"Note: Angel of Fishermen

The boatsmith that roams the Sea of Life that exists between all things. He lives somewhere in the Ocean of Life.",Main Universe,Angels,,,
Chapter 4 (Angels),Grigori,grigori,Watchers,Angel,published,"The ever watching beings that sit at the edge of Heaven watching over all things. They are seen with many eyes, vast array of powers, and large heads.",Main Universe,Angels,,,
Chapter 4 (Angels),Hadraniel,hadraniel,,Angel,published,The Angel of Love. She possesses near omnipresence in which she uses to send love across all domains. Her powers are later transcended to Jessana upon her birth.,Main Universe,Angels,,,
Chapter 4 (Angels),Hamalat al-Arsh,hamalat-al-arsh,,Angel,published,A centaur like angel that shoots glowing bows and arrows to give stars their glowing nature.,Main Universe,Angels,,,
Chapter 4 (Angels),Haniel,haniel,,Angel,published,Responsible for creating the Fountain of Holy Water.,Main Universe,Angels,,,
Chapter 4 (Angels),Harut,harut,,Angel,published,Responsible for building many structures found in Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Hesediel,hesediel,,Angel,published,The angel responsible for building many of the structures found in Heaven.,Main Universe,Angels,,,
Chapter 4 (Angels),Israfel,israfel,,Angel,published,"Note: also written Israfil

An elder angel that assisted in created the scrolls on which the words of GOD are written.",Main Universe,Angels,,,
Chapter 4 (Angels),Javan,javan,,Angel,published,An angel that assisted in brewing Holy Water for the Fountain of Holy Water.,Main Universe,Angels,,,
Chapter 4 (Angels),Jegudiel,jegudiel,,Angel,published,One of the angels of Death that mostly appears in the Southern part of the world.,Main Universe,Angels,,,
Chapter 4 (Angels),Jehoel,jehoel,,Angel,published,A guardian angel that guards and guides mostly artists and musicians.,Main Universe,Angels,,,
Chapter 4 (Angels),Jequn,jequn,,Angel,published,A guardian angel that guides and guards mostly children. He helps them create other guides in the forms of Imaginary Friends.,Main Universe,Angels,,,
Chapter 4 (Angels),Jerahmeel,jerahmeel,,Angel,published,A guardian angel that mostly visits the middle east.,Main Universe,Angels,,,
Chapter 4 (Angels),John,john,,Angel,published,A follower of Jesus Christ that was turned to an angel upon his arrival in Heaven. He sometimes visits Earth to maintain the legends of his previous history on Earth.,Main Universe,Angels,,,
Chapter 4 (Angels),Jophiel,jophiel,,Angel,published,A elder angel that watches over the Fountain of Holy Water.,Main Universe,Angels,,,
Chapter 4 (Angels),Kasdeja,kasdeja,,Angel,published,A guardian angel,Main Universe,Angels,,,
Chapter 4 (Angels),Kemuel,kemuel,,Angel,published,A guardian angel,Main Universe,Angels,,,
Chapter 4 (Angels),Kiraman Katibin,kiraman-katibin,,Angel,published,"A guardian angel, he has three forms, all of which are men of different races, different attitudes, and different age groups.",Main Universe,Angels,,,
Chapter 4 (Angels),Kosmiel,kosmiel,,Angel,published,He attends the home of the Cherubs. Often can be seen laughing with them in paintings.,Main Universe,Angels,,,
Chapter 4 (Angels),Kushiel,kushiel,,Angel,published,The gardener of Heaven’s most beautiful landscapes.,Main Universe,Angels,,,
Chapter 4 (Angels),Laila,laila,,Angel,published,A beautiful angel that was slain in battle protecting Michael in the war against the fallen angels.,Main Universe,Angels,,,
Chapter 4 (Angels),Leliel,leliel,,Angel,published,A soldier in Heaven’s army.,Main Universe,Angels,,,
Chapter 4 (Angels),Lucifer,lucifer,,Angel,published,"Unlike legends speak, he was not of Santaniel later story. However, Lucifer was the beautiful and eldest of all angels. His name meant the bringer of light of which he was associated with as to bring forth the sun across Heaven. He resided next to GOD standing tall next to him at the Throne of Glory in Araboth.",Main Universe,Angels,,,
Chapter 4 (Angels),Maalik,maalik,,Angel,published,"A soldier in Heaven’s army, he was killed in the war against the fallen angels.",Main Universe,Angels,,,
Chapter 4 (Angels),Malik,malik,,Angel,published,A strong armed angel and soldier,Main Universe,Angels,,,
Chapter 4 (Angels),Marut,marut,,Angel,published,Guardian of the Tree of Life found in the Garden of Eden.,Main Universe,Angels,,,
Chapter 4 (Angels),Metatron,metatron,,Angel,published,The writer and translator of GODs words.,Main Universe,Angels,,,
Chapter 4 (Angels),Michael,michael,,Angel,published,Original holder of the Key of Humanity and Arch Angel. He governs Maon and is one of GODs first angels.,Main Universe,Angels,,,
Chapter 4 (Angels),Mikhail,mikhail,,Angel,published,"A nature angel, she helped plant the trees and flowers found in the Garden of Eden.",Main Universe,Angels,,,
Chapter 4 (Angels),Moroni,moroni,,Angel,published,A nature angel that planted the first tree in the Garden of Eden and later provided the apples that was forbidden to eat as a test by GOD to Adam and Eve.,Main Universe,Angels,,,
Chapter 4 (Angels),Mu’aqqibat,muaqqibat,,Angel,published,A vampiric angel that resides in the night. It appears to keep demons at bay from those that worship GOD.,Main Universe,Angels,,,
Chapter 4 (Angels),Munkar,munkar,,Angel,published,A spirit angel that resides in Eternity.,Main Universe,Angels,,,
Chapter 4 (Angels),Muriel,muriel,,Angel,published,A water angel,Main Universe,Angels,,,
Chapter 4 (Angels),Nakir,nakir,,Angel,published,A warrior angel,Main Universe,Angels,,,
Chapter 4 (Angels),Nuriel,nuriel,,Angel,published,A 300 foot tall angel that leads of myriad of angels all made from water and fire.,Main Universe,Angels,,,
Chapter 4 (Angels),Ophan,ophan,Ophanim,Angel,published,50 angels that are made up of fire and water.,Main Universe,Angels,,,
Chapter 4 (Angels),Orifiel,orifiel,,Angel,published,A water angel,Main Universe,Angels,,,
Chapter 4 (Angels),Pahaliah,pahaliah,,Angel,published,A angel that watches over the spirit world.,Main Universe,Angels,,,
Chapter 4 (Angels),Penemue,penemue,,Angel,published,A smoke like angel that speaks in fluent Russian,Main Universe,Angels,,,
Chapter 4 (Angels),Peter,peter,,Angel,published,A fire angel,Main Universe,Angels,,,
Chapter 4 (Angels),Song-Uttering Choirs,song-uttering-choirs,,Angel,published,A leading choir that sings the gospels of Heaven. They are the 100 or so angels that over 67 has musical instruments.  They consist of,Main Universe,Angels,,,
Chapter 4 (Angels),Shalishim,shalishim,,Angel,published,"The Captains, the Adjutants",Main Universe,Angels,,,
Chapter 4 (Angels),Prashim,prashim,,Angel,published,The horsemen,Main Universe,Angels,,,
Chapter 4 (Angels),Gibborim,gibborim,,Angel,published,"The mighty ones, the champions, the warriors",Main Universe,Angels,,,
Chapter 4 (Angels),Tseba’im,tsebaim,,Angel,published,"The hosts, the multitudes",Main Universe,Angels,,,
Chapter 4 (Angels),Gedudim,gedudim,,Angel,published,"The troops, the raiders",Main Universe,Angels,,,
Chapter 4 (Angels),Memunim,memunim,,Angel,published,"The appointed ones, the deputies",Main Universe,Angels,,,
Chapter 4 (Angels),Sarim,sarim,,Angel,published,"The princes, commanders, chieftains",Main Universe,Angels,,,
Chapter 4 (Angels),Chayalim,chayalim,,Angel,published,"The armies, soldiers",Main Universe,Angels,,,
Chapter 4 (Angels),Mesharethim,mesharethim,,Angel,published,"Servants, the ministers",Main Universe,Angels,,,
Chapter 4 (Angels),Malakhim,malakhim,,Angel,published,"Messengers, the kings",Main Universe,Angels,,,
Chapter 4 (Angels),Degalim,degalim,,Angel,published,The divisions,Main Universe,Angels,,,
Chapter 4 (Angels),Sabalim,sabalim,,Angel,published,The bearers of burdens,Main Universe,Angels,,,
Chapter 4 (Angels),Principalities,principalities,,Angel,published,Angels that help spread the laws of Heaven across the different levels.,Main Universe,Angels,,,
