source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,age,abilities
Eliteverse-Heroes-Villains-O-S,Lee Rivers,lee-rivers,,Individual,published,"Abilities: Symbols over body which can allow him power over water

Lee was train by one of the Street Gods named Gaven. The training tought Lee how to use powerful techniques to defend himself such as enhanced martial arts skills, the power to control the water through tattoos on his body, and the power of ice through mental control over the water he already could control.",Main Universe,Heroes,,,Street Riders,31,Ice
Eliteverse-Heroes-Villains-O-S,Monica Bades,monica-bades,,Individual,published,"Living in London, tought Monica how to defend herself with elequonce. Monica left home to train with her friends so they can fight in the Street Fights in her neighborhood. Monica because of her determination found the Power Chakras which would give her power and control over her fights.",Main Universe,Heroes,,,Street Riders,27,Power Chakras; Martial arts skills
Eliteverse-Heroes-Villains-O-S,Bishop Halwk,bishop-halwk,,Individual,published,"Bishop studied at the Loastasian School of Arts where he later graduated as a teacher at SAA. While teaching at SAA he met Kalle and would for a time be apart of the Street Riders. During his youth, Bishop could emit powerful blasts from his hands through absorption of energy sources while also using optic blasts from his hands while angered. Bishop’s unique abilities would be sought out by the Shadow Haven only to be found by Kalle first.",Main Universe,Heroes,,,Street Riders,33,Optic Blasts from eyes; Hands; Martial arts skills
Eliteverse-Heroes-Villains-O-S,Teran Midol,teran-midol,,Individual,published,"Found by Kalle while teaching at the Elitshian School of Arts, Teran was merely a boy when he learned of his abilities to transform his body into different forms and even objects. Using his abilities to prank everyone including Kalle. Kalle thought this to be a gift that would help win many Street Fights worldwide, thus inducting Teran as apart of the Street Riders. Teran became the first member of the group and often leads them.",Main Universe,Heroes,,,Street Riders,40,Body Manipulation; Martial arts skills
Eliteverse-Heroes-Villains-O-S,Sun Twins,sun-twins,,Team,published,"Possessing the powers of the sun, Solar Boy and Solar Flare are twins whom were born of the sun god Ohn. When the gods fell, it was left up to them to defend their kingdom on the sun from being overthrown by outside forces.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-O-S,Sean’aj Oloft,seanaj-oloft,Solar Boy,Individual,published,"With parents being the sun god, Ohn and goddess Mua, Sean’aj and his twin brother Ja’sean was very powerful having possess the power of the sun itself. He came to Earth with his brother to explore it and research human life to only fall in love with Earth. He would then remain on Earth with his brother to escape his royal duties back at the Sun Kingdom with his parents.",Main Universe,Heroes,,,Sun Twins,18,Radiance; Heat; Flight Ring
Eliteverse-Heroes-Villains-O-S,Ja’sean Oloft,jasean-oloft,Solar Flare,Individual,published,"With parents being the sun god, Ohn, and goddess Mua, Ja’sean and his twin brother Sean’aj was very powerful having possess the power of the sun itself. He came to Earth with his brother to explore it and research human life to only fall in love with Earth. He would then remain on Earth with his brother to be by his brother’s side as he adored him very much.",Main Universe,Heroes,,,Sun Twins,18,Harnesses the power of the sun; Projects fire; Heat
Eliteverse-Heroes-Villains-O-S,Supreme 5,supreme-5,,Team,published,"From different worlds, this team are a galactic creation that formed together in order to bring down the forces that threatens the outskirts of our galaxy.",Main Universe,Teams,,,,,
Eliteverse-Heroes-Villains-O-S,Simere Ibluisuikenszi,simere-ibluisuikenszi,Rage,Individual,published,"Born on a planet named Ilyon, Simere came to Earth in search of his long lost princess to only find out that she has since died in a tragic war that struck the world. His time on Earth found him immortal and given enhanced abilities due to the planet’s life energy, the sun, and the moon. Over a course of time, Simere would protect the planet while in the hopes to find a new queen to take back to his new world.",Main Universe,Heroes,,,Supreme 5,23,Strength; Lazer Eyes; X-Ray Vision; Speed
Eliteverse-Heroes-Villains-O-S,Brian Mont,brian-mont,Molecule,Individual,published,"Cousin to Sandy Reonalds, Brian Mont was born to a military father and house wife mother. He was an elite basketball star that was on his way to tryouts at a local college, when his arrival at his cousin’s lab caused him to experience weird molecular composition to his body and mind. Brian would be given the ability to blow things up with his mind directed through his hands and would dismiss the idea of getting a basketball scholarship to join his cousin, her husband, and their friend to form the Supreme 4.",Main Universe,Heroes,,,Supreme 5,28,Molecule Combustion
Eliteverse-Heroes-Villains-O-S,Jacob Darns,jacob-darns,Poseidon,Individual,published,"Believed to have been killed off the coast of the Mediterranean Sea by several pirates raiding his ship. Jacob Darns was revived by an unknown warlock of which granted him powers over the oceans, the earth, and the skies so that he could take vengeance on those that killed him. Over the course of a century, Jacob also known as Poseidon would search hard to find those that killed him while also joining The Elementals and the Supreme 4 making them the Supreme 5, assisting fighting in their battles. His cold heartiness toward his enemies however with a kind-heart toward his allies, makes Jacob one of the most beloved characters in Elite Comics.",Main Universe,Heroes,,,Supreme 5; The Elementals,100,Water; Earthquakes; Storms
Eliteverse-Heroes-Villains-O-S,Clark Reonalds,clark-reonalds,Stretch Man,Individual,published,"Clark Reonalds met with Simere on a mission in Antarctica where Simere was building a house out of ice. Unable to stay in the icy winds for long, Clark was invited into Simere’s new home. Here they discuss the dangers of the world and Clark wanted Simere to join him and several others in fighting the planet’s darkest foes. The two created the Supreme 4 which later would become the Supreme 5.",Main Universe,Heroes,,,Supreme 5,38,Strength; Flight; Stretch like Body
Eliteverse-Heroes-Villains-O-S,Sandy Reonalds,sandy-reonalds,Mirror Force,Individual,published,"Sandy, wife of Clark Reonalds, was born under the watchful eye of her father who taught her to be one of the world’s leading scientists. She helped created a liquid that if exposed to light could cause a chemical reaction in one’s body, given them strange mutated attributes. Unknowingly of the effects Sandy was going to destroy it until a lab accident caused her, Clark, and her cousin Brian to all be effected by its fumes. Sandy is cited as being responsible for giving the abilities of the Supreme 4.",Main Universe,Heroes,,,Supreme 5,30,Strength; Force Fields; Force Blasts
Eliteverse-Heroes-Villains-Solo-Characters,David Borne,david-borne,,Individual,published,"Since he was born, David experience massive amount of knowledge, some would say more than the greatest minds in history. He could solve problems without much thought and graduated from college at age 18. Now at age 20 he attends SAA in hopes to learn all the knowledge of the world. From time to time he assists Elite Force in their journeys.",Main Universe,Heroes,,,,20,Enhance Intelligence
Eliteverse-Heroes-Villains-Solo-Characters,Wilson Daymen,wilson-daymen,The Day Lord,Individual,published,"Wilson Daymen is considered one of the most powerful beings on the planet, channeling the power from the sun. Often during the day, Wilson can create a phoenix which is one of his most powerful attacks. Son of the god Re’, Wilson contains powers similar to that of a high level Abnormal.",Main Universe,Heroes,,,,27,Sun Beams
Eliteverse-Heroes-Villains-Solo-Characters,James Tolerman,james-tolerman,White Angel,Individual,published,"James Tolerman has always been a specimen of great beauty. He won many modeling competitions and has become one of the richest and sought people in America because of this. Once married to a princess, heiress, and supermodel, James is known as a playboy and rarely shows signs of caring for others. While on a photo-shoot in the jungles of Africa, James discovered his ability to fly with the help of giant wings. Unable to hide them, James left the limelight and went into hiding fearing of what the world would think of him. Over time, James became a part of SAA as a teacher after realizing it was one of his only ways to feel accepted. He teaches Beauty and Elegant amongst those less desirable.",Main Universe,Heroes,,,,27,Giant wings
Eliteverse-Heroes-Villains-Solo-Characters,Candace Zingerman,candace-zingerman,Lexington,Individual,published,"Daughter of a refugee who fought in World War 2, Candace Zingerman was one of the only children in her class that survived an open attack during the war. Candace while living by herself learned of her enhanced longevity and metal like nails while trying to protect her during an alley fight.",Main Universe,Heroes,,,,66,Metal Nails; Enhanced Longevity
Eliteverse-Heroes-Villains-Solo-Characters,Dr. Murdock Banes,dr-murdock-banes,Dr. Magesto,Individual,published,"Dr. Murdock Banes was one of the world’s most renowned surgeons until he died of a brain aneurism. During his afterlife, Murdock met a wizard named the Elder that brought him back to life after teaching him powerful spells. Now alive again in a new world, Dr. Banes became one of the world’s most powerful wizard.",Main Universe,Heroes,,,,40,Powerful Magic Spells; Immortality
Eliteverse-Heroes-Villains-Solo-Characters,Semaj Namrelot,semaj-namrelot,Dark Angel,Individual,published,"Semaj Namrelot is the evil twin from an alternate world of James Tolerman. Although noticeable differences of the two exists, Semaj hates the limelight and uses his abilities to stay hidden from almost everyone, he attends SAA as a teacher of combat and doesn’t meet James until the two assists in the fight for the school during Chapter 12. Although his name is Dark Angel, Semaj is a good guy with a pure heart unlike how James once was. However during a brief moment in time, Semaj serves under Armageddon’s plan to destroy the world under a dark spell by The Black Witch.",Main Universe,Heroes,,,,27,Giant Black Wings
Eliteverse-Heroes-Villains-Solo-Characters,Obessa Munroe,obessa-munroe,Ghost Woman,Individual,published,"Obessa Munroe is a great actress who is known for her beauty and nominated performances until she went missing. During her absence no one knew where she disappeared to or how she returned. Obessa returned to her family with red hair, blue eyes, and new attitude and more aggressive. During her reappearance, Obessa showcases the ability to move through the walls and goes by the name Ghost Woman.",Main Universe,Heroes,,,,26,Transparency
Eliteverse-Heroes-Villains-Solo-Characters,Casca Doug,casca-doug,Medusa,Individual,published,"Casca Doug is the descendant of Medusa and was the prospect of Medusa and a human teenager. Casca also called Medusa in honor of her ancestor because of similarities of abilities by the original Medusa. During her time in Paris, she created several sculptures and showed them off and is world renowned for her work.",Main Universe,Heroes,,,,34,Turning things to stone
Eliteverse-Heroes-Villains-Solo-Characters,Kinra Chapman,kinra-chapman,Shadow Keeper,Individual,published,"During her exile, Kinra Chapman has become one of the most wanted criminals in Africa. She used her abilities to capture many precious items across the country for her exclusive collection. Kinra would then go by the name the Shadow Keeper after finding out about her abilities to control the shadows.",Main Universe,Heroes,,,,33,Control over the Shadows
Eliteverse-Heroes-Villains-Solo-Characters,Wiley Maximillion,wiley-maximillion,Suit Man,Individual,published,"Wiley Maximillion was one of the creators of the 7 rings of Dealthrope. He gave each of them technically advance abilities that would later be used for darkness. Desperate to right the wrongs of his misdeeds, Wiley created a power armor that would increase his strength and grant him strength, higher intelligence, & speed. However the suit had its flaws as it would decrease his life span and run out of power after a major fight of which the wearer would have to take a week to recharge. Armor Boy also wore a similar suit in the future.",Main Universe,Heroes,,,,34,Powered suit that contains enhanced strength; Speed; Durability; Great intelligence
Eliteverse-Heroes-Villains-Solo-Characters,Jack Will,jack-will,Armor Boy & Armor Man (after the age of 30),Individual,published,"Born in the year 3000, Jack Will was one of the users of the power suit created by Wiley Maximillion also known as Suit Man. He fought hundreds of villians before his retirement. His abilities consisted of enhanced strength, speed, great knowledge, & immortality.",Main Universe,Heroes,,,,22,Powered suit with enhanced strength; Speed; Intelligence; Immortality
Eliteverse-Heroes-Villains-Solo-Characters,Steve Morman,steve-morman,Star Man X,Individual,published,"During the great war, Steve Morman was one of the only survivers that originally came from Earth. While recovering and trying to get his life back to normal, Steve came across a pod that made its way to Earth from the great war and later after researching it gave him back his abilities. Unable to watch the world suffer from the backlash of the war, Steve became Starman X. In his honor, Starman was created alongside Starwoman in the near future.",Main Universe,Heroes,,,,56,Star dust like beams from hands; Eyes
Eliteverse-Heroes-Villains-Solo-Characters,Castor Kawn,castor-kawn,Castor,Individual,published,"Founder of the Water Imbursement Society in order to restore water supplies to unfortunate homes in the U.S. Castor Kawn invented the Nauts a system that could quickly replicate massive amounts of water across the country. Duirng an explosion in the basement of the ship, part of Castor’s body was destroyed leaving liquid like substances to recreate most if not all of his body. After this moment, Castor contained the ability to become water and control it at times.",Main Universe,Heroes,,,,31,Aquatic Reimbursement of his body; Aquakinesis
Eliteverse-Heroes-Villains-Solo-Characters,Arnold Bakes,arnold-bakes,Shocker,Individual,published,"Arnold Bakes was just a little boy when he discovered his abilities. He was in the backyard of his house and was playing with his puppy near the pool and as the two got in the water, Arnold accidently caused a shockwave through the water killing his puppy. That same night without telling his mom, he brought his puppy back to life by reshocking it. This caused Arnold to grow up as the Shocker fighting crimes and sometimes causing them for his own purposes usually unknown to everyone else.",Main Universe,Heroes,,,,25,Electricity
Eliteverse-Heroes-Villains-Solo-Characters,Eileen Vixen,eileen-vixen,The Vixen,Individual,published,Ms. Eileen Vixen is probably one of the most recognizable teachers at SAA; she was born in a small town outside of Rome and has studied over 20 languages. When she was a teenager she found out about her feline attributes and being a descendant of the goddess Bast of Egyptian mythology.,Main Universe,Heroes,,,SAA,35,Feline Attributes
Eliteverse-Heroes-Villains-Solo-Characters,Girly Momen,girly-momen,Light Streaks & Flight,Individual,published,Girly Momen has always had a sunny personality with little anger. It was until her battle with the Belki that she was considered the happiest person on the planet at least known as by her friends and family. When Girly was a little girl she discovered her powers after having to save her younger brother from a fire created by a demon of Hell.,Main Universe,Heroes,,,,24,Celestia
Eliteverse-Heroes-Villains-Solo-Characters,Mike Davids,mike-davids,Stitch,Individual,published,"During his birth, Mike Davids’ mother almost died delivering him, until a spark of light healed her entire insides having the doctors believe it was a miracle done by god. Since that moment, Mike has always been adored and kept a secret by his mother. Working in her office one day, Mike’s mom didn’t know Mike was on one of his curiosity hunts for adventure causing him to wonder in the backyard and nearly killing him by a sharp object. Minutes later it was discovered that Mike’s healing ability can always keep him from harm and to allow his body to regenerate faster than light.",Main Universe,Heroes,,,,17,Body Restoration
Eliteverse-Heroes-Villains-Solo-Characters,Rina Page,rina-page,Succubus,Individual,published,"Rina Page grew up getting anything that she wanted by seducing the men in her life. She worked as a stripper, prostitute, and even a porn star for a while until she came across her abilities and realizes it wasn’t just on her looks. As time progress, Rina began moving upwards in the world by draining the energy of some of the most powerful men and even some women across Paris. She would then move across Europe getting richer and more powerful.",Main Universe,Heroes,,,,28,Energy Draining
Eliteverse-Heroes-Villains-Solo-Characters,Victor Raxen,victor-raxen,,Individual,published,"Victor Raxen was known from around the world as a unique florist. He could talk to plants and even heal them and control them at will, when he went global with his abilities he became the first Abnormal on the planet that showcased their abilities without a secret identity. Victor moved to Russia to further his abilities where he lived in a mansion and suited by hundreds of beautiful men and woman and the world’s largest garden as his backyard.",Main Universe,Heroes,,,,37,Talking to Plants; Healing of Nature
Eliteverse-Heroes-Villains-Solo-Characters,Jake Ride,jake-ride,Centaurus,Individual,published,"Jake Ride was born in a magical forest near fairyland. As a child he would come out to the land of mortals to view their habitats and play with little children that would eventually forget he existed. Now as a teenager he uses magical bow, arrows, & sword to defend little children and goes by the name Centaurus. While in his civilian form hes a normal 13 year old boy however in his normal form he is a centaur.",Main Universe,Heroes,,,,13,Magical bow; Arrow; Sword
Eliteverse-Heroes-Villains-Solo-Characters,Play Blowe,play-blowe,Spark Girl,Individual,published,Play Blowe has always been attractive to electronics and was thrill to know that she could control them by simply looking at them. Her ability known as Electric Technopathy allows her to speak to electronics through some form of telepathy. During the great war of Angels and demons her ancestors battled the demons with giant electronic masses which she would inherit.,Main Universe,Heroes,,,,21,Electric Technopathy
Eliteverse-Heroes-Villains-Solo-Characters,Zack Flow,zack-flow,Mirror Man,Individual,published,"Mr. Zack Flow was one of the most secretive men anyone could meet. He lived amongst trees in his giant mansion at the above of rocky mountains where no one knows of his existence. For the few people that have met him, they consider him the everyday scrooge. During his youth, Zack discovered that he could walk through mirrors or glass to go anywhere across the world which allow him to build worlds hidden from anyone else which also made it hard for his parents to find him.",Main Universe,Heroes,,,,44,Can Enter Mirrors or Glass
Eliteverse-Heroes-Villains-Solo-Characters,Brent Forman,brent-forman,Phase,Individual,published,"Brent Forman would escape his cell while living at an assisted living facility for mental diseases. After much debate of weather to stay trapped at this place, Brent became Phase and begun using his abilities to get things that he wanted and could normally get because of his mental illness. Admitted at a young age for schizophrenia, Brent as always been a wild character that most people find dangerous.",Main Universe,Heroes,,,,22,Transparency
Eliteverse-Heroes-Villains-Solo-Characters,Yonda Holmes,yonda-holmes,Curse,Individual,published,"Yonda Holmes was known for some time for her abilities to curse anyone she places her hands and eyes on. Sought out for her abilities, Yonda made a name for herself in the eastern parts of the world mostly in China, Japan, & London where her shops for its herbs and spell books became ultimately popular.",Main Universe,Heroes,,,,33,Cursing others
Eliteverse-Heroes-Villains-Solo-Characters,Pearl Davis,pearl-davis,Miss Pearl,Individual,published,"Called Miss Pearl, Pearl Davis could reflect anything with her glass like body and could use her abilities as a walking mirror for solid object. Some stories hint at how she was born, with many stories suggesting that she was born out of magic to be a human girl however she was cursed to never fall in love because she was so precious that the gods didn’t want her purity to be lost. However one day in her teens, she would go against this wish and fall in love, thus being turned to shards of glass. One day the shards would be collected and revived by magic and here stood a glass figured woman so beautiful that her body was priced at millions thus making her more precious than diamond.",Main Universe,Heroes,,,SAA,40,Reflective body; Reflect attacks
Eliteverse-Heroes-Villains-Solo-Characters,Mr. Carnell Mixen,mr-carnell-mixen,The Guest,Individual,published,Mr. Carnell Mixen left for SAA admittedly following a chemical reaction that left him with no face. At SAA he studied to see the world without eyes while all the time he would develop the ability to see through solid objects through a form of X-Ray Vision. In public he goes by The Guest and opposes as a vigilante.,Main Universe,Heroes,,,SAA,39,X-Ray Vision
Eliteverse-Heroes-Villains-Solo-Characters,Fye Blaunt,fye-blaunt,X-Runner,Individual,published,"Hailing from a long line of powerful men and women in the business world, Fye Blaunt grew up only knowing of the world as a contest to see who would conquer it first. Using his unlimited resources, Fye would inject himself with ultraviolet toxins to give him similar abilities. Now going by the name X-Runner, Fye would use his new abilities to take on the business world like no one has ever done before, with Abnormal powers.",Main Universe,Heroes,,,,28,Ultraviolet body; Beams; Rays
Eliteverse-Heroes-Villains-Solo-Characters,Don Cenners,don-cenners,Speedster,Individual,published,"Considered the fastest man in the world, Don Cenners became the well-known Irish hero Speedster during his early teens just short of leaving boarding school. He developed a sense of passion for speed and adopted many titles in his little town; however the term vigilante became his favorite yet. Risking his life to save others while getting everything he wanted was always a way for Don to live above everyone else.",Main Universe,Heroes,,,,26,Enhanced Speed
Eliteverse-Heroes-Villains-Solo-Characters,William Eamon Winchester,william-eamon-winchester,Weapon Master,Individual,published,"William Eamon Winchester often called W/E Winchester by his business associates. Have always been known as a party boy, using his resources to travel the world finding the hottest clubs and women. One day while visiting a club in Los Angeles, CA, W/E Winchester is attacked by mobsters who knowing of his abilities threaten his life, unknowingly to him, he is able to make a car drive over the mobsters killing them instantly. Finding out that he can control electronic objects through his mind, W/E Winchester would now go by the title Weapon Master.",Main Universe,Heroes,,,,34,Technopathy
Eliteverse-Heroes-Villains-Solo-Characters,Tracy Darts,tracy-darts,Tela,Individual,published,"Discovering her abilities at a young age, Tracy has always been secretive in her life due to not wanting people going after her for her abilities. While on a school lunching in the park, a group of thugs tried to attack a woman. Tracy with no other option used her abilities to throw the criminals across the park showcasing her to her entire study group. From that moment on ironically enough to her, Tracy was adored for her efforts and became somewhat a school idol and heroine.  In one story it spoke of how she became one of the Mentals however this was later dismissed because of her apparent lack of wanting to join any organization.",Main Universe,Heroes,,,,28,Psychokinesis
Eliteverse-Heroes-Villains-Solo-Characters,Zon Heart,zon-heart,Multrex,Individual,published,Zon Heart haves the ability to multiply him and objects he imagine. He was told by his grandmother that his ability could one day help the world. This never came to fruition as Zon was killed in 2014.,Main Universe,Heroes,,,,28,Multiplying himself; Objects
Eliteverse-Heroes-Villains-Solo-Characters,Dylan Page,dylan-page,Black Crow,Individual,published,"Dylan Page was regarded as a demon because of his black crow like wings. His claws like hands are made of the toughest alloy on the planet. Living in a temple near Timbuktu because of his mutation, Dylan became Black Crow and over time develops the power over black electric bolt from his hands.",Main Universe,Heroes,,,,28,Crow like wings; Metal claws; Black electric bolts from hands
Eliteverse-Heroes-Villains-Solo-Characters,Caleb Jenkins,caleb-jenkins,Night Man,Individual,published,"Caleb Jenkins was born poor with no real powers of his own. He would create an alter ego that would roam the city looking for crimes and even fighting opponents more powerful then themselves. He uses smoke bombs, a mask, cape, gun, and other weaponry to fight his opponents.",Main Universe,Heroes,,,,44,
Eliteverse-Heroes-Villains-Solo-Characters,Nix Armondi,nix-armondi,,Individual,published,Nix has always been able to read the newspapers in his household without looking at the pages through a form of telepathic reading. He would join SAA at the request of his believing he would be better off in a place where he could develop his abilities.,Main Universe,Heroes,,,SAA,15,Telepathic scanning
Eliteverse-Heroes-Villains-Solo-Characters,Jackson Vanus,jackson-vanus,Silver Ice,Individual,published,"Jackson Vanus grew up in suburban living with no knowledge of his true abilities. It wasn’t until he went ice skating with his girlfriend that he realized that he could control the ice around him. Scared to return back to school, Jackson left his parents a note stating that he was leaving for a boarding school to help understand what he has become. Going by the name Silver Ice, Jackson has been one of the quickest learning Descendants toward knowing more about his abilities.",Main Universe,Heroes,,,SAA,18,Power over Ice
Eliteverse-Heroes-Villains-Solo-Characters,Baron Silverman,baron-silverman,Dr. Frost,Individual,published,"Often arch nemesis to Silver Ice, Dr. Frost has been one of the evilest men alive since the early 1920s. To make sure he lived to see the development of his creation the Ice Titan, Baron Silverman trapped himself in a tomb of ice freezing his body. When he was revived by several researchers, Baron or Dr. Frost realized that he haves power over ice as well. Bent on to destroy his old city, Dr. Frost soon met face to face with Silver Ice of which would become his biggest foe.",Main Universe,Heroes,,,,103,Power over Ice
Eliteverse-Heroes-Villains-Solo-Characters,Ice Titan,ice-titan,Ice Titan,Individual,published,"A creature created by Dr. Frost, it is called the Ice Titan of which it adopted its name from Greek Mythology. Able to appear as a normal human, It was created in 1923 and would take about 40 years to be finished. Hoping to see his creature come to life, Dr. Frost froze himself in chemical ice to only awaken nearly 30 years too late. By this time, the Ice Titan was released from its lab tube and was released onto the Earth. It was defeated in the mid-1980s by the Generals.",Main Universe,Heroes,,,,91,Ice body; Power over ice
Eliteverse-Heroes-Villains-Solo-Characters,Nickolas,nickolas,Titum Comon,Individual,published,"A powerful wizard that practiced black magic so strong that it nearly destroyed the world. Fearing that his magic would go out of hand, the gods banished Nickolas into a dark dimension. However, Nickolas proved to be too powerful for even the gods as he returned now stronger than before and going by the name Titum Comon. Titum Comon became the villain of many hero stories even going as far as to destroy some worlds that he manage to come across. It was until his death by the hand of the Lazarons that Titum Comon became one of the strongest if not a High Level Abnormal.",Main Universe,Heroes,,,,854,Powerful dark magic
Eliteverse-Heroes-Villains-Solo-Characters,Momita Stanlus,momita-stanlus,Liore,Individual,published,Momita appeared at SAA unexpectedly with little knowledge of her past. Momita became known as Liore and contains the power to copy the psychical traits of anyone that she comes in contact with including just watching them do acts like kickboxing.,Main Universe,Heroes,,,SAA,12,Physical Mimicry
Eliteverse-Heroes-Villains-Solo-Characters,Fredrick Bowles,fredrick-bowles,The Ringleader,Individual,published,"Fredrick is a student at SAA that can control other’s bodies through a form of mimicking telekinesis. He was pictured as a minor character that assisted Elite Force defeat The Bob. Sometime in the future, Fredrick becomes The Ringleader.",Main Universe,Heroes,,,SAA,16,Hypersuasian
Eliteverse-Heroes-Villains-Solo-Characters,Kendriana Boke,kendriana-boke,Tala,Individual,published,"Kendriana has the ability to copy the voice of anyone she hears or comes in contact with. In chapter 16, her abilities grow to where she can learn other languages without knowing there meanings.",Main Universe,Heroes,,,SAA,14,Vocal Mimicry
Eliteverse-Heroes-Villains-Solo-Characters,Taylor Keith,taylor-keith,,Individual,published,"During his youth, Taylor Keith could always write without touching a pen. He got through writing papers by just thinking of the words. He wrote his first novel at the age of 20 and later would join SAA as a English Teacher who normally is dislike by his students because of his close age to them.",Main Universe,Heroes,,,SAA,21,Auto-Write
Eliteverse-Heroes-Villains-Solo-Characters,Belinda Mohave,belinda-mohave,,Individual,published,"One of the most talented musicians of her generation, Belinda Mohave has always had a powerful ability to soothe the hearts of many with flowing music that arises from her skin. She joined SAA as its music teacher at the age of 28.",Main Universe,Heroes,,,SAA,28,Soothing Music from her body
Eliteverse-Heroes-Villains-Solo-Characters,Sue Davis,sue-davis,,Individual,published,Sue Davis always wanted to be a chef because of her rare ability of Perception Tasting. Her abilities allow her taste anything and know its entire history and tell exactly what it is. Sue used her abilities to open up her own restaurant while moonlighting as a food critic.,Main Universe,Heroes,,,,35,Perception Tasting
Eliteverse-Heroes-Villains-Solo-Characters,Lolan Hillary,lolan-hillary,Laten,Individual,published,Lolan Hillary became a well advanced opera singer. His parents both worked in theater in Australia at the Sydney Opera Theatre. Lolan was transferred to SAA to become the school’s event planner and often voice speaker. His abilities consist of being able to explode things through singing.,Main Universe,Heroes,,,SAA,41,Explosive Vocals
Eliteverse-Heroes-Villains-Solo-Characters,Samantha Hillary,samantha-hillary,Siren,Individual,published,"Daughter to Lolan Hillary, Samantha Hillary was only 3 when she found out that through her voice, she could control others. Samantha would name herself Siren at the age 15 and became somewhat of a villain during her late teens. In most stories she joined forces with Poseidon in his efforts to gain throne over the gods.",Main Universe,Heroes,,,Allie with Poseidon,17,Vocal Telepathy
Eliteverse-Heroes-Villains-Solo-Characters,Selectus Ra’,selectus-ra,World Creator,Individual,published,"Age: 3 billion years old

Born with a twin, called the World Destroyer, Selectus who goes as the World Creator help keep the balance of the universe going without much knowledge of their own doings. When Selectus was born 3 billion years ago, he assisted in creating worlds under his own image and when the worlds would stop worshipping him or they grew to old to keep a nourished life, his brother would then destroy them. This constant change in the universal environment allowed such worlds as the Earth to come into creation. Although his stories are mixed with that of the gods creation stories, he is indeed the core responsible for such creation.",Main Universe,Heroes,,,,,Can create worlds; Realities
Eliteverse-Heroes-Villains-Solo-Characters,Daniel Zone,daniel-zone,Ravage,Individual,published,"Daniel use to work for a power plant that had exploded once exposing his mutant abilities. His new deformed state caused his body to morph into a lizard like creature with an overgrown head. He first showcased his abilities battling the Immortals in a fail attempt against finding a cure in their realm to turn him back to normal. How he got there was through the help of a deity he befriended in Chapter 88. Somewhat throughout his story, Daniel manages to become a doctor, receiving his PhD to learn more about the process of mutation, he then works on a way to reverse it or at least control its process. From his oversized brain, Daniel also called Ravage can release massive blasts of kinetic energy from his body.",Main Universe,Heroes,,,,21,Generate massive amounts of kinetic energy
Eliteverse-Heroes-Villains-Solo-Characters,Gallop Polch,gallop-polch,Holograph Man,Individual,published,"A scientist, Gallop Polch, dedicated his life on discovering a new world beyond planet Earth. Gallop worked for most of his adult life on a fuel that would grant him advance means of traveling through space, altering reality in the process and creating holographic imagery behind him. He later injected himself with the fuel thus turning him into a meta-human in the process. He would later go by the name Holograph Man and use his abilities to transfer himself and other objects into another plane where everything appears as a 3-D image. Over time, Holograph Man got stuck in this world and he could only come back to his own world in the form of a holograhm.",Main Universe,Heroes,,,,37,Capable of admitting 3-D like images; Projecting objects into 3-D like world
Eliteverse-Heroes-Villains-Solo-Characters,Obledius Amon,obledius-amon,World Destroyer,Individual,published,"Age: 3 billion years old

Obledius along with his twin Selectus created and destroyed worlds when they stopped worshipping them and/or when the worlds stop providing nourishment to the life on it. He rides with many followers who themselves were given cosmic powers known as The Cosmic Force.",Main Universe,Heroes,,,,,Can destroy worlds; Warp space
Eliteverse-Heroes-Villains-Solo-Characters,Mitia O’vare,mitia-ovare,,Individual,published,"Elitshians called her Mitia O’vare with her name meaning “the white lady” because of her bright pale skin, flawless skin, shooting stars for eyes, and appearance so benevolent that even gods can’t look upon her without burning. Only those that worship her or ask to see her can see her true form. Once looked upon, Mitia appears as a woman with fair skin, a vale made of stars, and a dress that flows endlessy across the universe. Not much is known of her history nor of her existence however most believe she is one of the first daughters of The Ultimate Power because of her constant referral to such an idea.",Main Universe,Heroes,,,,,Space Manipulation
Eliteverse-Heroes-Villains-Solo-Characters,Davis Broom,davis-broom,Molt,Individual,published,"During the period where his parents were killed in a bad car accident that rendered him partially paralyzed from the waist down. Davis, during puberty body reached levels of the Earth’s core, burning his flesh off, destroying his bones, and eating away everything but his heart and brain. He became Molt and has since fallen for a human girl name Jessica of whom he later protects on occasion from people wish to harm her to get to him.",Main Universe,Heroes,,,,29,Molten body; Lava bodied attacks
Eliteverse-Heroes-Villains-Solo-Characters,Seora Binjucki,seora-binjucki,Rain,Individual,published,"Age: 15 years old “later stories shows her being 22”

Born from the ashes of fallen Domeadians and Belki, Seora Binjucki has been predicted to bring down Sunshot in an attempt to end the Apocalypse from the destroying the world. Her attempts would come close to being unaccomplished by the Time Pirates in their hopes to dominate a new world. Seora since birth has been raised by a hidden African tribe. Her powers manifested during childbirth and have since reach High level status, tribes and myths around the world calls her true savior of our world. As of the arrival of Sunshot, she is solo and at one time saved the Elite Force.",Main Universe,Heroes,,,,,Unlimited control over Water; Water based substances; Time Manipulation; Bends light; Dimension Warping
