source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,options
Chapter 13 (Monsters),"Cronus, God Of Time",cronus-god-of-time,,Monster,published,"Evolves from: Labraxus

Half parrot & w/Cronus similarities",Main Universe,Monsters,,,,Types: Spell
Chapter 13 (Monsters),Mistress Sent,mistress-sent,,Monster,published,Human sized mannequin w/weaponry,Main Universe,Monsters,,,,Types: Spell; Level: Enrage
Chapter 13 (Monsters),Eleania,eleania,,Monster,published,"Small boy like being w/warrior attire, short white cloak, short white hair, pearl on a necklace",Main Universe,Monsters,,,,Types: Spell; Level: Enrage
Chapter 13 (Monsters),Death Witch,death-witch,,Monster,published,Witch w/haggish features,Main Universe,Monsters,,,,Types: Spell; Types: Shadow; Level: Enrage
Chapter 13 (Monsters),Spell Charmer,spell-charmer,,Monster,published,Bald headed man w/warrior attire & staff,Main Universe,Monsters,,,,Types: Spell; Level: Enrage
Chapter 13 (Monsters),Fairest Mage,fairest-mage,,Monster,published,Bald headed man w/wizard attire & hieroglyphics around body,Main Universe,Monsters,,,,Types: Spell; Level: Enrage
Chapter 13 (Monsters),Soulmaster,soulmaster,,Monster,published,"Man w/reddish & brown skin, long cloak, staff,",Main Universe,Monsters,,,,Types: Spell; Level: Battle
Chapter 13 (Monsters),Obraxus,obraxus,,Monster,published,"Evolves from: Soulmaster

Man w/horns around body, cape, sword, spell book, suit like attire with partial armor",Main Universe,Monsters,,,,Types: Spell
Chapter 13 (Monsters),Millennium Wizard,millennium-wizard,,Monster,published,"Wizard like elf w/giant staff (with glowing orb on tip), giant wings, glowing symbols of apocalypse around outfit, armor like plates around skin & face",Main Universe,Monsters,,,,Types: Spell; Level: Enrage
Chapter 13 (Monsters),Water Fairy,water-fairy,,Monster,published,"Fairy w/blue hair, decorated jewels around body, & water drops like dress",Main Universe,Monsters,,,,Types: Spell; Types: Aqua; Level: Battle
Chapter 13 (Monsters),Earth Fairy,earth-fairy,,Monster,published,"Fairy w/different colored dark orange, reddish hair, leaves for an outfit, & walnut like pieces around shoulders",Main Universe,Monsters,,,,Types: Spell; Types: Geo; Level: Battle
Chapter 13 (Monsters),Weather Fairy,weather-fairy,,Monster,published,"Fairy w/clouds around outfit, electric covered hair, thunderbolt like weapons",Main Universe,Monsters,,,,Types: Spell; Types: Aero; Level: Enrage
Chapter 13 (Monsters),Worker Fairy,worker-fairy,,Monster,published,"Fairy w/plain brownish, part green outfit, satchel, metal like pieces around skin",Main Universe,Monsters,,,,Types: Spell; Types: Metal; Level: Battle
Chapter 13 (Monsters),Portal Fairy,portal-fairy,,Monster,published,"Fairy covered in black like attire & reflective wings, long white/black hair and glowing pearls around neck",Main Universe,Monsters,,,,Types: Spell; Level: Ability
Chapter 13 (Monsters),Aurelian Fairy,aurelian-fairy,,Monster,published,"Level: Different Levels (Depending On Age, Stats, & Abilities)

Miniature people w/transparent wings, elfish features, (different outfits based off of environments and personal preferences), & are male/female (All fairies have similar features as an Aurelian Fairy)",Main Universe,Monsters,,,,Types: Spell
Chapter 13 (Monsters),King of the Fairies,king-of-the-fairies,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Queen of the Fairies,queen-of-the-fairies,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Changelings,changelings,,Monster,published,"Human like imps w/scaly skin, giant ears, claws, fangs, hooves, & can change to anything at will.",Main Universe,Monsters,,,,Types: Spell; Level: Ability
Chapter 13 (Monsters),Aspara,aspara,,Monster,published,Hindu fairies with Hindu & Indian attire,Main Universe,Monsters,,,,Types: Spell; Level: Battle
Chapter 13 (Monsters),Houri,houri,,Monster,published,Hindu like dwarves w/decorated attire,Main Universe,Monsters,,,,Types: Spell; Level: Ability
Chapter 13 (Monsters),Jannah,jannah,,Monster,published,Hindu like nymphs w/long flowing dresses decorated with jewels & flowers,Main Universe,Monsters,,,,Types: Spell; Level: Ability
Chapter 13 (Monsters),Yosei,yosei,,Monster,published,Old man like fairy w/cane (can bring the dead back to life),Main Universe,Monsters,,,,Types: Spell; Types: Death; Level: Ability
Chapter 13 (Monsters),Chelling,chelling,,Monster,published,"Eggplant w/antennae, feet, hands, & big eyes",Main Universe,Monsters,,,,Types: Shock; Level: Ability
Chapter 13 (Monsters),Baby Thundoro,baby-thundoro,,Monster,published,"Bomb w/lightning bolt as hands, feet, & hair",Main Universe,Monsters,,,,Types: Shock; Level: Ability
Chapter 13 (Monsters),Jundoro,jundoro,,Monster,published,Evolves from: Baby Thundoro,Main Universe,Monsters,,,,Types: Shock
Chapter 13 (Monsters),Giant version of BABY THUNDORO,giant-version-of-baby-thundoro,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Electrirat,electrirat,,Monster,published,Field rat w/shock pads on its 2 tails,Main Universe,Monsters,,,,Types: Shock; Types: Vermin; Types: Beast; Level: Ability
Chapter 13 (Monsters),Electrifox,electrifox,,Monster,published,Fox w/sockets for a tail,Main Universe,Monsters,,,,Types: Shock; Types: Beast; Level: Ability
Chapter 13 (Monsters),Meganox,meganox,,Monster,published,"Golem w/sockets for ears, hands, & feet",Main Universe,Monsters,,,,Types: Shock; Types: Geo; Level: Battle
Chapter 13 (Monsters),Lightning Boy,lightning-boy,,Monster,published,"Boy like w/sockets for hands, electricity around his body, long spiky blond hair, tail",Main Universe,Monsters,,,,Types: Shock; Types: Soldier; Level: Ability
Chapter 13 (Monsters),Lightning Boy (Black),lightning-boy-black,,Monster,published,,Main Universe,Monsters,,,,Types: Shock; Types: Soldier; Types: Shadow; Level: Ability
Chapter 13 (Monsters),Black marble version of LIGHTNING BOY,black-marble-version-of-lightning-boy,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Lightning Boy (Red),lightning-boy-red,,Monster,published,,Main Universe,Monsters,,,,Types: Shock; Types: Soldier; Types: Pyro; Level: Ability
Chapter 13 (Monsters),Red version of LIGHTNING BOY,red-version-of-lightning-boy,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Beethra,beethra,,Monster,published,,Main Universe,Monsters,,,,Types: Shock; Types: Vermin; Types: Aero; Level: Baby Form
Chapter 13 (Monsters),Baby falcon,baby-falcon,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Chinja,chinja,,Monster,published,"Evolves from: Beethra

Half girl w/falcon head & giant wings",Main Universe,Monsters,,,,Types: Shock; Types: Aero
Chapter 13 (Monsters),"Shah, Air Ninja",shah-air-ninja,,Monster,published,"Evolves from: Chinja

Half girl w/falcon head, giant wings, & ninja mask and outfit",Main Universe,Monsters,,,,Types: Shock; Types: Aero
Chapter 13 (Monsters),Glide Mage,glide-mage,,Monster,published,"Evolves from: Shah, Air Ninja

Tall woman w/hawk head, wings, komodo outfit",Main Universe,Monsters,,,,Types: Shock; Types: Aero
Chapter 13 (Monsters),"Vishnu, Goddess Of Destruction",vishnu-goddess-of-destruction,,Monster,published,"Evolves from: Glide Mage

Pale blue woman w/Hindu attire, 4 arms, crown of gold, & wings (appears only in flight) and appears (sometimes) as a giant",Main Universe,Monsters,,,,Types: Shock; Types: Elemental
Chapter 13 (Monsters),Lady Kivah,lady-kivah,,Monster,published,"Evolves from: Glide Made (Air Form)

Giant woman w/multiple designs on skin tight outfit & wings",Main Universe,Monsters,,,,Types: Shock; Types: Elemental
Chapter 13 (Monsters),Somage,somage,,Monster,published,Bird w/airplane like body,Main Universe,Monsters,,,,Types: Shock; Types: Metal; Level: Battle
Chapter 13 (Monsters),Electrimole,electrimole,,Monster,published,"Mole like creature w/partial armor, electric patches around body, & hole in ears, tale, & feet",Main Universe,Monsters,,,,Types: Shock; Types: Beast; Level: Battle
Chapter 13 (Monsters),Dompatch,dompatch,,Monster,published,"Furball w/electric markings around body, big eyes",Main Universe,Monsters,,,,Types: Shock; Level: Baby Form
Chapter 13 (Monsters),Thundbear,thundbear,,Monster,published,"Evolves from: Dompatch

Teddy bear w/electric symbols around body, big eyes, rings around ears, tail, & legs",Main Universe,Monsters,,,,Types: Shock; Types: Beast
Chapter 13 (Monsters),Thundgrizzly,thundgrizzly,,Monster,published,"Evolves from: Thundbear

Grizzly bear w/socket for tail, wiry like hands & feet, & electric markings around body",Main Universe,Monsters,,,,Types: Shock; Types: Beast
Chapter 13 (Monsters),Cannon Dino,cannon-dino,,Monster,published,Baby T-rex w/cannon for arms & long tail (with electric markings on it),Main Universe,Monsters,,,,Types: Shock; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Cannon Dragon,cannon-dragon,,Monster,published,"Prehistoric type: Serpent
Evolves from: Cannon Dino

T-rex w/cannon for arms & short tail (with electric markings on it)",Main Universe,Monsters,,,,Types: Shock; Types: Prehistoric
Chapter 13 (Monsters),Electriwolf,electriwolf,,Monster,published,Baby wolf w/sparks around body & golden bands around body,Main Universe,Monsters,,,,Types: Shock; Types: Beast; Level: Ability
Chapter 13 (Monsters),Electrinine,electrinine,,Monster,published,"Evolves from: Electriwolf

Adult wolf w/9 tails, partial armor, & golden bands around body",Main Universe,Monsters,,,,Types: Shock; Types: Beast
Chapter 13 (Monsters),Sockoy,sockoy,,Monster,published,"Socket like creature w/eyes, hands, feet, & socket for tail",Main Universe,Monsters,,,,Types: Shock; Level: Ability
Chapter 13 (Monsters),Sockult,sockult,,Monster,published,"Evolves from: Sockoy

Adult version of SOCKOY w/fur bands around body",Main Universe,Monsters,,,,Types: Shock
Chapter 13 (Monsters),Redence,redence,,Monster,published,Baby T-Rex w/shock patches around body & lightning bolt for a tail & thunderbolt for arms,Main Universe,Monsters,,,,Types: Shock; Level: Battle
Chapter 13 (Monsters),Holy Unicorn,holy-unicorn,,Monster,published,"White unicorn w/electric markings around body, long tail (made of clouds), floating orbs around body, giant wings, & partially armored",Main Universe,Monsters,,,,Types: Shock; Types: Beast; Types: Aero; Level: Enrage
Chapter 13 (Monsters),Chast Of Night,chast-of-night,,Monster,published,"Elf man w/green & gold warrior attire, helmet, and long spiky greenish white hair",Main Universe,Monsters,,,,Types: Soldier; Types: Night; Level: Battle
Chapter 13 (Monsters),Chast Of Day,chast-of-day,,Monster,published,"Elf man w/gold & red warrior attire, helmet, and short green hair",Main Universe,Monsters,,,,Types: Soldier; Types: Day; Level: Battle
Chapter 13 (Monsters),"Solger, Fortress Protector",solger-fortress-protector,,Monster,published,"Elf w/white armor, cape, sword, & castle like structure erecting from shoulders",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Zili, Mt. Warrior",zili-mt-warrior,,Monster,published,"Male elf warrior w/leaves, steel, branches around armor",Main Universe,Monsters,,,,Types: Soldier; Types: Leaf; Level: Battle
Chapter 13 (Monsters),Castle Guard,castle-guard,,Monster,published,,Main Universe,Monsters,,,,Types: Soldier; Types: Shock; Types: Aero; Level: Battle
Chapter 13 (Monsters),Male elf warrior sitting on cloud,male-elf-warrior-sitting-on-cloud,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Doemenitian,doemenitian,,Monster,published,Robotic beast warrior w/partially exposed wires,Main Universe,Monsters,,,,Types: Soldier; Types: Metal; Level: Battle
Chapter 13 (Monsters),Stature Barbarian,stature-barbarian,,Monster,published,,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Rock bodied beast like man,rock-bodied-beast-like-man,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Statue Amazon,statue-amazon,,Monster,published,,Main Universe,Monsters,,,,Types: Soldier; Types: Leaf; Level: Battle
Chapter 13 (Monsters),Rock bodied amazon,rock-bodied-amazon,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Statue Sphinx,statue-sphinx,,Monster,published,Rock sphinx like creature standing upright w/partial golden armor & sword,Main Universe,Monsters,,,,Types: Soldier; Types: Beast; Level: Battle
Chapter 13 (Monsters),Arcadia Ninjas,arcadia-ninjas,,Monster,published,Black dressed female ninjas w/markings around skin,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Cape Descender,cape-descender,,Monster,published,Elf like warrior w/cape & partially armored pole,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Zerro,zerro,,Monster,published,Masked man w/steel bands around white/black suit,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Kynuros, The Dark Knight",kynuros-the-dark-knight,,Monster,published,"Evolves from: Zerro (Evolves From Moon Stone)

ZERRO riding on BLACK DIAMOND STALLION w/bigger muscles",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Jetsu,jetsu,,Monster,published,Dog standing upright w/Asian fuku,Main Universe,Monsters,,,,Types: Soldier; Types: Spell; Level: Battle
Chapter 13 (Monsters),Ki Jetsu,ki-jetsu,,Monster,published,"Evolves from: Jetsu

JETSU w/mechanical parts & machine wings",Main Universe,Monsters,,,,Types: Soldier; Types: Spell
Chapter 13 (Monsters),Maxis,maxis,,Monster,published,"Blue elf w/white & red hair, armor, weaponry, sickle",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Maxis, Dragon Rider",maxis-dragon-rider,,Monster,published,"Prehistoric type: Serpent
Evolves from: Merge Of Lightning Dragonfly & Maxis

MAXIS riding on LIGHTNING DRAGONFLY w/longer gold hair",Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric
Chapter 13 (Monsters),Nikis,nikis,,Monster,published,Bull fighter w/swords,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Lectosis, Bull Rider",lectosis-bull-rider,,Monster,published,Evolves from: Nikis,Main Universe,Monsters,,,,Types: Soldier; Types: Beast
Chapter 13 (Monsters),NIKIS riding on ASHJAN,nikis-riding-on-ashjan,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),"Lectosis, Flying Bull Rider",lectosis-flying-bull-rider,,Monster,published,"Evolves from: Lectosis, Bull Rider

LECTOSIS, BULL RIDER w/giant dragonfly like wings",Main Universe,Monsters,,,,Types: Soldier; Types: Beast; Types: Aero
Chapter 13 (Monsters),Dino Warrior,dino-warrior,,Monster,published,"Dinosaur boy w/warrior attire, sword",Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Mega Dino Warrior,mega-dino-warrior,,Monster,published,"Evolves from: Dino Warrior

Dinosaur man w/warrior attire, sword, long blue hair, & giant white x on stomach",Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric
Chapter 13 (Monsters),Dino Warrior X,dino-warrior-x,,Monster,published,"Evolves from: Dino Warrior (Evolves By X-Diamond)

DINO WARRIOR w/black & silver armor, short silver hair, twin swords, & markings around armor",Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric
Chapter 13 (Monsters),Lathrs,lathrs,,Monster,published,"Centaur w/bow, arrows, & partial body armor",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Sirenthians,sirenthians,,Monster,published,"Centaur w/sword, bow & arrows, & wings",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Armor Sumo Buddha,armor-sumo-buddha,,Monster,published,"Armored sumo wrestler w/daggers, long ponytail",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Dioteh,dioteh,,Monster,published,Samurai w/twin swords,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Mondra, The Great",mondra-the-great,,Monster,published,Elf like warrior w/vines around its armor,Main Universe,Monsters,,,,Types: Soldier; Types: Leaf; Level: Battle
Chapter 13 (Monsters),"Ani, The Flying Horseman",ani-the-flying-horseman,,Monster,published,Ancient horseman w/armor decorated in jewels & spikes,Main Universe,Monsters,,,,Types: Soldier; Types: Aero; Level: Battle
Chapter 13 (Monsters),Pillar Dancer,pillar-dancer,,Monster,published,Ninja spinning on its pointy hat (spinning tops),Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),The Barbarian Huntress,the-barbarian-huntress,,Monster,published,"Muscled woman in armor, long ponytail, & giant sword",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Orange Soldier,orange-soldier,,Monster,published,"Giant armored orange w/daggers, shades, & goatee",Main Universe,Monsters,,,,Types: Soldier; Types: Leaf; Level: Ability
Chapter 13 (Monsters),Flasher,flasher,,Monster,published,"Elf like man w/body tight armor (red & gold bands around suit), spiky lightning shaped green hair, shades, spiked boots & gloves",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Blink Vampire Feline,blink-vampire-feline,,Monster,published,"Black cat w/25ft tail, vampire fangs, claws, purple glow, & giant pointy ears (diamond shaped)",Main Universe,Monsters,,,,Types: Soldier; Types: Shadow; Level: Battle
Chapter 13 (Monsters),The Banished Prisoner,the-banished-prisoner,,Monster,published,"Giant w/brown, gold, white, black armor, long spiky hair, silver bands around fist & legs, chains around neck, arms, & legs, giant wings, hieroglyphics around body",Main Universe,Monsters,,,,Types: Soldier; Types: Elemental; Level: Extreme
Chapter 13 (Monsters),Guardian Of Truth,guardian-of-truth,,Monster,published,"Pale white boy w/white eyes, black fist & boot like feet, one long earring on right ear, skin tight body suit, mouth sewn shut",Main Universe,Monsters,,,,Types: Soldier; Level: Enrage
Chapter 13 (Monsters),The Archer,the-archer,,Monster,published,"Elf like man w/robin hood like attire, bow & arrows, metal bands around skin",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Jigen, King Of Warriors",jigen-king-of-warriors,,Monster,published,Elf warrior w/giant blade,Main Universe,Monsters,,,,Types: Soldier; Level: Extreme
Chapter 13 (Monsters),Antrea,antrea,,Monster,published,Teenage boy elf w/partial warrior attire,Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Hyson Valkyrie,hyson-valkyrie,,Monster,published,"Female warrior w/giant wings, floating orbs around neck (as necklace), giant sword, silver & white metal armor",Main Universe,Monsters,,,,Types: Soldier; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Anakaren,anakaren,,Monster,published,"Female warrior w/white, silver, blue, green, red designs on her body",Main Universe,Monsters,,,,Types: Soldier; Types: Shadow; Level: Battle
Chapter 13 (Monsters),Battle Guardian,battle-guardian,,Monster,published,"Male elf w/warrior attire, bald head, glowing patches of golden dust around armor",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Koala Guard,koala-guard,,Monster,published,"Golden/silver koala w/long hind legs, pointy tail, & helmet",Main Universe,Monsters,,,,Types: Soldier; Types: Beast; Level: Ability
Chapter 13 (Monsters),Kongapunch,kongapunch,,Monster,published,"Boy like creature w/giant fist, wooden bands around risk, giant horn from back",Main Universe,Monsters,,,,Types: Soldier; Types: Beast; Level: Battle
Chapter 13 (Monsters),Kongajult,kongajult,,Monster,published,Evolves from: Kongapunch,Main Universe,Monsters,,,,Types: Soldier; Types: Beast
Chapter 13 (Monsters),Adult version of KONGAPUNCH,adult-version-of-kongapunch,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Kongamaster,kongamaster,,Monster,published,"Evolves from: Kongajult

KONGAJULT w/ninja like attire & triple swords like structure from back (glows when attacking)",Main Universe,Monsters,,,,Types: Soldier; Types: Beast
Chapter 13 (Monsters),Prehistoric Kangaroo,prehistoric-kangaroo,,Monster,published,Dinosaur like kangaroo w/giant flat tail (with eye in center),Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Prehistoric Kangaroo X2,prehistoric-kangaroo-x2,,Monster,published,"Evolves from: Prehistoric Kangaroo

PREHISTORIC KANGAROO w/giant star shaped plate on front part of body & longer tail (with eye in center)",Main Universe,Monsters,,,,Types: Soldier; Types: Prehistoric
Chapter 13 (Monsters),Lasega,lasega,,Monster,published,Pointy head like creature w/ballerina like dress,Main Universe,Monsters,,,,Types: Soldier; Level: Baby Form
Chapter 13 (Monsters),Sagasega,sagasega,,Monster,published,"Evolves from: Lasega

Girl like creature w/boxing gloves  & pointy feet, ballerina style dress",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Sunasega,sunasega,,Monster,published,"Evolves from: Sagasega

Woman like creature w/boxing gloves & pointy feet, skin tight pants (harden plate around knees)",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Flufetta,flufetta,,Monster,published,"Fluffy like creature w/big bunny like feet, floppy ears, & gold band around stomach",Main Universe,Monsters,,,,Types: Soldier; Level: Ability
Chapter 13 (Monsters),Curet,curet,,Monster,published,"Evolves from: Flufetta

Bigger version of FLUFETTA w/4 overlapping ears",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Jousting Knight,jousting-knight,,Monster,published,"Elf like warrior w/armor, giant sword, & long green spiky hair",Main Universe,Monsters,,,,Types: Soldier; Level: Battle
Chapter 13 (Monsters),Stighter,stighter,,Monster,published,"Little rock like boy w/cloud like body armor & big eyes, partial muscles",Main Universe,Monsters,,,,Types: Soldier; Level: Ability
Chapter 13 (Monsters),Pumpiter,pumpiter,,Monster,published,"Evolves from: Stighter

Teenage version of STIGHTER w/bigger muscles, hat like head, & cape like structure on back",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Magnafighter,magnafighter,,Monster,published,"Evolves from: Pumpiter

Adult version of PUMPITER w/big muscles, horn like structure on head, cape like structure, & red body like armor",Main Universe,Monsters,,,,Types: Soldier
Chapter 13 (Monsters),Per De Lur,per-de-lur,,Monster,published,"Short dinosaur girl w/burette, spikes on tail, gloves, black rocker jacket",Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Pino Dino,pino-dino,,Monster,published,Dinosaur woman w/big shoes & kangaroo like figure,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Peroposur,peroposur,,Monster,published,Baby blue dinosaur w/giant white wings,Main Universe,Monsters,,,,Types: Prehistoric; Level: Baby Form
Chapter 13 (Monsters),"Morges, Dragon Of Life",morges-dragon-of-life,,Monster,published,Silver dragon w/cape & white pulled back horn,Main Universe,Monsters,,,,Types: Prehistoric; Level: Enrage
Chapter 13 (Monsters),"Zkola, Dragon Of Fire",zkola-dragon-of-fire,,Monster,published,Red dragon w/fire on tail & back parts of arms & legs,Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Level: Battle
Chapter 13 (Monsters),"Pentius, Dragon Of Water",pentius-dragon-of-water,,Monster,published,Blue dragon w/pearl on chest & white markings around body,Main Universe,Monsters,,,,Types: Prehistoric; Types: Aqua; Level: Battle
Chapter 13 (Monsters),"Mooundor, Dragon Of Storms",mooundor-dragon-of-storms,,Monster,published,Golden dragon w/thunderbolts around body & silver bands around body,Main Universe,Monsters,,,,Types: Prehistoric; Types: Aero; Types: Shock; Level: Battle
Chapter 13 (Monsters),"Titha, Dragon Of Heart",titha-dragon-of-heart,,Monster,published,"Pink dragon w/white bands around body, heart shaped design on chest",Main Universe,Monsters,,,,Types: Prehistoric; Types: Light; Level: Enrage
Chapter 13 (Monsters),The Mayan Hydra,the-mayan-hydra,,Monster,published,"10 headed dragon w/rock & stone like body, mountain like structure on back & different markings on each head’s forehead",Main Universe,Monsters,,,,Types: Prehistoric; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),Baby Dragon,baby-dragon,,Monster,published,Black baby dragon w/giant claws & fangs,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Baby Dragon (Silver Form),baby-dragon-silver-form,,Monster,published,,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Silver version of BABY DRAGON,silver-version-of-baby-dragon,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Sypher Draco,sypher-draco,,Monster,published,Green dragon w/7 eyes,Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Mach Dragon,mach-dragon,,Monster,published,,Main Universe,Monsters,,,,Types: Prehistoric; Types: Metal; Level: Enrage
Chapter 13 (Monsters),Mechanical dragon,mechanical-dragon,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Dinorok,dinorok,,Monster,published,Baby T-rex w/armor,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Sebrorock,sebrorock,,Monster,published,"Evolves from: Dinorok

Human sized T-Rex w/armor",Main Universe,Monsters,,,,Types: Prehistoric
Chapter 13 (Monsters),Arborok,arborok,,Monster,published,"Evolves from: Sebrorock

T-Rex w/machine weaponry",Main Universe,Monsters,,,,Types: Prehistoric
Chapter 13 (Monsters),Tyrannaurusorus,tyrannaurusorus,,Monster,published,"Evolves from: Arborok

T-Rex w/wings, mechanical body parts, & gloves",Main Universe,Monsters,,,,Types: Prehistoric
Chapter 13 (Monsters),X-Ptera,x-ptera,,Monster,published,Pternasaurus w/armor,Main Universe,Monsters,,,,Types: Prehistoric; Types: Aero; Level: Battle
Chapter 13 (Monsters),Flatosaur,flatosaur,,Monster,published,Brontosaur w/metal armor,Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Gigantasuar,gigantasuar,,Monster,published,Stegosaurus w/black armor,Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Trigosaur,trigosaur,,Monster,published,Platypus w/spikes,Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Millennium Dragon,millennium-dragon,,Monster,published,"Level note: Guardian Of The Skies

Multi-colored dragon w/steel tail & long white hair",Main Universe,Monsters,,,,Types: Prehistoric; Types: Elemental; Level: Extreme
Chapter 13 (Monsters),The Lazarus Dragon,the-lazarus-dragon,,Monster,published,50ft orange & red dragon w/spikes & horns,Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Dragon Feeder,dragon-feeder,,Monster,published,"Lizard like man w/partial dinosaur features (tail, claws, feet, & teeth)",Main Universe,Monsters,,,,Types: Prehistoric; Level: Battle
Chapter 13 (Monsters),Slifus,slifus,,Monster,published,"700ft dragon w/wings, glowing white light around body",Main Universe,Monsters,,,,Types: Prehistoric; Types: Light; Level: Enrage
Chapter 13 (Monsters),The 4 Dragons Of Purity,the-4-dragons-of-purity,,Monster,published,4 serpent like dragons coming from light,Main Universe,Monsters,,,,Types: Prehistoric; Types: Elemental; Level: Enrage
Chapter 13 (Monsters),V-Dragon,v-dragon,,Monster,published,Green dragon standing upright w/body armor & gun,Main Universe,Monsters,,,,Types: Prehistoric; Types: Soldier; Level: Battle
Chapter 13 (Monsters),"Gilian, Dragon Knight",gilian-dragon-knight,,Monster,published,"Human like warrior w/dragon features, golden white armor, wings, centaur like figure",Main Universe,Monsters,,,,Types: Prehistoric; Types: Soldier; Level: Battle
Chapter 13 (Monsters),Helios Dragon,helios-dragon,,Monster,published,"Golden/white dragon w/armor, wings, & spikes",Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Types: Aero; Level: Enrage
Chapter 13 (Monsters),Popper Dragon,popper-dragon,,Monster,published,Small green dragon w/steel scales,Main Universe,Monsters,,,,Types: Prehistoric; Level: Ability
Chapter 13 (Monsters),Kendred Dragon,kendred-dragon,,Monster,published,Evolves from: Popper Dragon,Main Universe,Monsters,,,,Types: Prehistoric; Types: Aero; Types: Shock
Chapter 13 (Monsters),Giant purple & black dragon,giant-purple-black-dragon,,Monster,published,,Main Universe,Monsters,,,,
Chapter 13 (Monsters),Firebolt Dragon,firebolt-dragon,,Monster,published,"Evolves from: Kendred Dragon

Giant black dragon standing upright w/warrior attire",Main Universe,Monsters,,,,Types: Prehistoric; Types: Pyro; Types: Aero
